ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
5184,Exercise 5,112.45,91.95,88.19,33,Male,25,161,19.71,Cloudy,3
5185,Exercise 13,474.28,78.42,56.92,66,Female,47,172,28.69,Snowy,9
5186,Exercise 1,284.84,97.15,85.23,23,Male,19,169,34.06,Cloudy,5
5187,Exercise 3,217.82,95.39,91.97,22,Male,41,108,27.96,Cloudy,7
5188,Exercise 6,420.83,95.1,87.37,41,Female,17,156,33.85,Sunny,6
5189,Exercise 14,264.66,68.41,69.68,66,Male,55,107,25.75,Cloudy,7
5190,Exercise 13,236.18,95.07,58.83,41,Male,17,153,21.77,Windy,3
5191,Exercise 11,349.42,68.17,88.08,25,Male,46,174,28.29,Snowy,5
5192,Exercise 7,441.64,87.93,96.19,25,Female,18,146,25.66,Cloudy,4
5193,Exercise 3,118.61,92.96,91.01,62,Male,28,108,34.46,Snowy,5
5194,Exercise 13,155.46,82.62,98.72,37,Male,59,153,21.02,Sunny,8
5195,Exercise 10,316.8,95.11,66.87,45,Male,17,130,31.96,Sunny,9
5196,Exercise 12,442.39,50.52,82.51,33,Male,36,102,22.33,Sunny,7
5197,Exercise 11,489.38,55.11,65.1,36,Female,38,118,32.99,Sunny,2
5198,Exercise 2,157.49,56.66,95.81,34,Male,19,111,31.36,Sunny,3
5199,Exercise 11,406.04,97.28,53.15,34,Male,32,103,33.1,Sunny,6
5200,Exercise 1,466.3,92.67,68.84,56,Male,20,108,21.1,Snowy,10
5201,Exercise 6,224.21,90.27,56.53,25,Male,22,130,26.75,Cloudy,5
5202,Exercise 13,301.75,61.18,67.72,22,Female,30,105,19.96,Sunny,5
5203,Exercise 13,367.59,79.18,85.39,39,Female,40,146,28.23,Cloudy,4
5204,Exercise 6,461.95,87.56,52.92,45,Female,59,133,18.7,Windy,8
5205,Exercise 1,117.27,79.38,80.76,18,Male,58,112,33.27,Rainy,2
5206,Exercise 10,155.05,72.94,93.38,48,Male,19,179,24.87,Snowy,2
5207,Exercise 11,256.62,86.15,67.83,39,Male,41,153,27.82,Windy,5
5208,Exercise 13,260.35,88.47,88.91,64,Male,43,159,32.19,Snowy,1
5209,Exercise 12,372.26,79.6,50.37,61,Female,20,170,30.06,Sunny,6
5210,Exercise 2,310.97,55.9,71.95,57,Female,40,173,18.43,Sunny,6
5211,Exercise 4,286.32,70.98,69.83,21,Male,18,105,28.89,Sunny,7
5212,Exercise 2,339.38,86.73,98.35,57,Female,20,119,22.61,Sunny,9
5213,Exercise 11,346.9,61.12,66.89,60,Female,38,165,34.17,Snowy,1
5214,Exercise 10,359.55,69.81,91.2,35,Male,26,121,26.35,Windy,5
5215,Exercise 4,386.36,65.6,83.65,50,Female,15,152,18.43,Sunny,1
5216,Exercise 1,494.3,65.58,75.02,63,Male,33,129,32.38,Cloudy,8
5217,Exercise 4,211.15,66.61,83.67,58,Male,23,104,21.79,Windy,7
5218,Exercise 13,124.31,64.98,97.38,50,Male,42,117,34.86,Cloudy,2
5219,Exercise 10,218.33,80.76,73.12,26,Female,20,100,33.82,Windy,6
5220,Exercise 12,136.42,65.72,93.36,44,Female,15,101,28.91,Rainy,2
5221,Exercise 3,415.94,60.84,64.32,56,Female,22,139,32.96,Sunny,8
5222,Exercise 11,153.85,74.26,78.02,59,Male,45,112,34.55,Snowy,8
5223,Exercise 10,174.8,89.48,54.87,54,Female,29,136,26.97,Sunny,7
5224,Exercise 8,335.34,82.79,72.0,49,Female,23,115,19.07,Cloudy,8
5225,Exercise 11,249.68,94.39,96.55,63,Female,40,155,22.4,Sunny,2
5226,Exercise 12,352.65,98.36,73.74,52,Male,34,120,25.25,Sunny,3
5227,Exercise 5,452.32,94.05,56.98,41,Female,39,127,29.63,Windy,4
5228,Exercise 9,239.62,96.68,58.09,25,Male,28,123,29.09,Sunny,2
5229,Exercise 8,314.84,50.85,54.1,23,Male,19,174,29.1,Cloudy,2
5230,Exercise 5,445.09,82.8,76.87,64,Male,58,127,30.41,Rainy,7
5231,Exercise 2,238.36,50.06,54.04,23,Male,49,161,24.94,Cloudy,1
5232,Exercise 11,185.82,79.03,92.56,24,Male,44,122,34.87,Snowy,8
5233,Exercise 6,160.02,89.35,84.57,64,Female,31,116,23.03,Rainy,9
5234,Exercise 10,137.19,81.6,61.62,22,Female,26,128,23.86,Snowy,2
5235,Exercise 5,180.67,63.59,61.61,53,Female,51,164,18.1,Rainy,2
5236,Exercise 13,387.97,78.49,73.14,19,Male,27,163,33.36,Cloudy,4
5237,Exercise 5,110.28,77.15,71.83,19,Male,31,158,33.5,Snowy,6
5238,Exercise 2,186.27,84.18,82.57,45,Male,21,138,34.06,Windy,9
5239,Exercise 1,293.28,74.32,91.55,47,Male,20,124,25.96,Sunny,7
5240,Exercise 3,141.02,60.77,55.43,53,Male,32,133,30.81,Cloudy,2
5241,Exercise 8,453.88,52.03,63.56,21,Female,39,151,25.96,Snowy,6
5242,Exercise 3,396.43,72.5,67.52,28,Male,37,143,26.91,Windy,5
5243,Exercise 6,148.2,65.56,53.25,41,Female,44,162,28.69,Sunny,8
5244,Exercise 4,200.74,66.92,58.68,60,Male,47,140,26.73,Snowy,5
5245,Exercise 11,435.01,65.63,99.13,18,Male,17,160,20.23,Cloudy,7
5246,Exercise 8,240.73,61.59,95.92,67,Male,29,125,19.1,Windy,1
5247,Exercise 11,438.61,67.25,67.97,18,Female,48,161,34.85,Sunny,2
5248,Exercise 12,444.72,62.71,59.82,68,Male,30,153,34.68,Snowy,3
5249,Exercise 10,347.76,54.24,63.96,29,Male,43,120,19.47,Sunny,7
5250,Exercise 5,199.95,62.5,76.48,43,Female,52,109,27.31,Snowy,8
5251,Exercise 13,135.63,69.84,90.76,34,Male,48,139,30.73,Sunny,1
5252,Exercise 6,416.26,60.91,93.57,32,Female,48,117,26.56,Rainy,10
5253,Exercise 11,397.2,51.96,50.36,57,Male,44,109,19.6,Cloudy,10
5254,Exercise 10,323.98,74.1,85.05,54,Male,24,128,20.63,Sunny,7
5255,Exercise 10,466.7,85.55,61.72,51,Male,57,114,25.29,Rainy,7
5256,Exercise 14,449.25,88.3,57.77,55,Male,40,170,29.16,Windy,5
5257,Exercise 13,308.53,83.19,81.56,33,Male,45,136,26.1,Rainy,9
5258,Exercise 4,209.12,59.97,74.71,48,Female,29,158,34.7,Sunny,5
5259,Exercise 10,233.2,50.53,60.92,24,Male,51,144,30.57,Sunny,10
5260,Exercise 4,423.24,68.19,67.98,65,Male,18,165,29.07,Cloudy,6
5261,Exercise 3,300.14,69.25,87.5,18,Female,59,128,24.31,Sunny,3
5262,Exercise 8,269.77,99.64,97.21,51,Male,25,171,26.55,Sunny,3
5263,Exercise 11,338.94,97.67,79.57,50,Female,38,135,19.15,Windy,8
5264,Exercise 6,449.69,77.16,99.0,40,Male,39,105,25.86,Snowy,5
5265,Exercise 11,233.52,72.37,63.43,44,Female,57,110,22.02,Snowy,2
5266,Exercise 14,485.81,62.42,90.45,50,Female,23,128,25.43,Rainy,1
5267,Exercise 3,382.76,90.87,96.62,31,Male,27,136,22.83,Sunny,3
5268,Exercise 5,267.86,97.07,94.09,25,Female,51,113,30.32,Windy,6
5269,Exercise 6,451.22,55.2,81.57,33,Female,41,126,32.08,Cloudy,3
5270,Exercise 10,465.18,76.08,80.24,30,Male,17,119,23.61,Snowy,3
5271,Exercise 7,365.83,58.58,55.78,22,Male,17,147,18.76,Rainy,3
5272,Exercise 9,287.19,96.49,86.73,51,Female,58,118,25.9,Rainy,9
5273,Exercise 6,104.93,69.89,72.39,41,Male,16,127,18.06,Snowy,4
5274,Exercise 12,225.93,84.87,93.69,41,Male,43,157,28.52,Cloudy,5
5275,Exercise 5,439.34,93.2,71.93,26,Male,25,111,24.74,Cloudy,1
5276,Exercise 5,438.87,60.18,68.41,31,Female,41,117,22.02,Cloudy,3
5277,Exercise 12,271.02,76.15,66.95,54,Female,24,158,30.16,Cloudy,6
5278,Exercise 8,367.15,99.24,86.34,42,Male,21,152,24.1,Sunny,6
5279,Exercise 3,260.69,67.77,80.86,59,Male,38,127,26.4,Windy,5
5280,Exercise 11,383.98,63.7,54.14,23,Female,23,132,19.43,Snowy,4
5281,Exercise 14,204.18,97.35,98.37,34,Female,49,152,31.72,Snowy,7
5282,Exercise 7,327.11,91.23,60.71,22,Female,45,144,18.2,Rainy,9
5283,Exercise 9,371.56,84.47,83.72,20,Female,59,105,20.58,Windy,10
5284,Exercise 13,216.62,62.39,52.27,32,Male,55,167,25.41,Rainy,3
5285,Exercise 4,166.5,95.92,55.86,27,Male,15,168,32.85,Rainy,5
5286,Exercise 9,434.19,64.94,70.01,22,Male,25,141,33.09,Sunny,10
5287,Exercise 6,280.69,68.7,98.22,47,Male,20,138,23.39,Snowy,1
5288,Exercise 11,320.05,89.38,77.76,21,Male,37,159,34.77,Rainy,9
5289,Exercise 9,227.82,81.63,87.66,59,Female,30,171,23.03,Windy,3
5290,Exercise 14,453.74,62.18,97.84,48,Male,50,174,24.93,Cloudy,4
5291,Exercise 1,404.8,72.02,91.71,40,Male,23,151,22.26,Cloudy,8
5292,Exercise 2,171.82,68.82,54.2,34,Female,51,129,18.67,Snowy,3
5293,Exercise 11,193.77,72.24,95.31,19,Male,38,115,21.3,Sunny,4
5294,Exercise 14,136.91,68.26,57.64,27,Female,30,106,31.66,Snowy,9
5295,Exercise 11,370.39,77.49,63.67,44,Female,33,158,18.4,Sunny,7
5296,Exercise 6,394.58,83.62,72.76,27,Female,32,137,19.79,Snowy,5
5297,Exercise 10,285.35,58.73,69.23,69,Female,40,142,26.28,Windy,8
5298,Exercise 8,151.9,61.25,91.21,25,Male,23,147,28.31,Sunny,7
5299,Exercise 5,458.76,76.08,50.34,31,Female,50,177,27.25,Windy,7
5300,Exercise 10,143.01,87.6,60.46,62,Female,53,124,26.92,Snowy,2
5301,Exercise 5,129.75,94.49,97.9,27,Male,45,138,25.84,Cloudy,1
5302,Exercise 1,125.69,65.15,95.04,62,Male,54,118,21.33,Snowy,5
5303,Exercise 11,372.14,93.54,63.29,31,Female,16,121,27.89,Cloudy,1
5304,Exercise 4,493.19,78.17,70.09,38,Female,37,141,30.77,Rainy,3
5305,Exercise 7,153.94,61.38,96.72,51,Male,40,131,20.66,Snowy,3
5306,Exercise 12,366.34,52.45,95.96,59,Female,15,138,26.44,Cloudy,7
5307,Exercise 3,328.55,88.46,81.06,67,Male,48,127,20.43,Sunny,6
5308,Exercise 10,201.74,81.44,58.68,51,Female,37,147,34.45,Rainy,9
5309,Exercise 1,376.6,51.91,74.65,58,Female,46,144,34.45,Snowy,10
5310,Exercise 5,157.22,55.06,86.28,34,Male,32,151,25.8,Rainy,4
5311,Exercise 3,215.71,56.11,94.03,24,Female,40,100,30.25,Windy,1
5312,Exercise 7,341.1,79.86,92.45,48,Female,18,125,18.15,Cloudy,9
5313,Exercise 8,314.75,74.67,52.16,28,Female,35,166,24.18,Windy,5
5314,Exercise 3,280.63,55.86,67.03,29,Male,36,114,21.26,Rainy,7
5315,Exercise 12,498.66,93.99,88.27,65,Male,37,141,30.7,Sunny,3
5316,Exercise 1,223.46,57.27,51.41,43,Female,35,115,18.4,Snowy,2
5317,Exercise 8,151.83,83.15,54.24,53,Female,44,124,22.5,Sunny,6
5318,Exercise 1,134.91,53.65,67.5,24,Female,45,118,34.32,Cloudy,9
5319,Exercise 5,368.78,82.45,97.05,25,Female,17,152,31.13,Cloudy,5
5320,Exercise 9,302.92,53.13,56.45,42,Male,52,152,21.35,Snowy,9
5321,Exercise 8,476.98,53.9,82.82,33,Male,47,121,30.01,Cloudy,2
5322,Exercise 3,136.95,82.94,63.16,44,Male,29,171,18.98,Rainy,7
5323,Exercise 5,281.86,67.05,56.04,30,Male,47,124,27.91,Snowy,3
5324,Exercise 14,407.77,64.27,72.75,55,Male,40,119,28.48,Rainy,1
5325,Exercise 9,115.19,58.47,52.29,28,Female,33,173,32.69,Cloudy,8
5326,Exercise 4,434.22,89.5,82.08,54,Female,15,153,22.72,Windy,9
5327,Exercise 8,411.41,56.83,72.58,59,Male,15,121,27.89,Windy,2
5328,Exercise 13,201.12,71.08,85.07,22,Female,39,177,22.79,Snowy,6
5329,Exercise 4,421.66,78.94,78.52,33,Male,54,118,31.21,Rainy,9
5330,Exercise 7,152.53,83.19,98.47,50,Male,21,160,30.85,Snowy,1
5331,Exercise 3,314.37,97.89,66.7,38,Female,16,119,32.15,Cloudy,2
5332,Exercise 4,288.8,74.92,91.44,19,Female,59,135,29.16,Windy,7
5333,Exercise 2,125.08,78.39,80.05,25,Male,30,116,27.98,Windy,4
5334,Exercise 11,372.42,51.28,74.58,36,Female,52,123,28.24,Windy,2
5335,Exercise 7,174.8,78.51,74.54,54,Female,54,164,18.04,Sunny,9
5336,Exercise 11,158.19,71.75,66.37,57,Male,37,178,20.42,Sunny,2
5337,Exercise 3,163.36,81.97,96.21,67,Female,44,134,21.52,Rainy,5
5338,Exercise 3,454.89,64.7,94.94,54,Female,41,101,22.11,Windy,3
5339,Exercise 2,383.45,65.02,55.38,38,Male,28,159,29.92,Cloudy,3
5340,Exercise 14,482.71,80.98,66.93,32,Female,47,167,23.48,Sunny,4
5341,Exercise 5,114.24,61.03,84.98,59,Female,44,118,34.42,Rainy,3
5342,Exercise 14,443.57,66.28,53.29,51,Male,25,125,20.05,Cloudy,5
5343,Exercise 1,414.05,63.06,72.9,63,Male,39,161,18.64,Windy,2
5344,Exercise 6,346.96,94.42,79.38,19,Male,22,148,34.47,Windy,10
5345,Exercise 14,370.72,59.51,50.83,50,Female,27,138,29.53,Rainy,5
5346,Exercise 9,106.62,52.98,75.49,20,Female,19,127,29.01,Snowy,10
5347,Exercise 14,322.07,59.75,87.44,45,Female,23,103,21.26,Cloudy,7
5348,Exercise 12,427.47,62.3,99.92,30,Female,30,160,22.71,Cloudy,8
5349,Exercise 10,465.6,81.33,67.55,47,Female,40,116,26.12,Windy,7
5350,Exercise 4,111.17,86.71,86.41,30,Male,23,175,20.05,Cloudy,2
5351,Exercise 9,116.05,70.31,96.71,37,Female,53,128,25.5,Windy,3
5352,Exercise 7,437.3,78.57,90.23,55,Male,15,109,21.75,Sunny,8
5353,Exercise 10,278.25,66.93,55.39,43,Female,22,177,32.22,Snowy,1
5354,Exercise 7,171.86,73.37,60.36,46,Male,53,166,24.81,Windy,8
5355,Exercise 1,291.39,83.73,74.34,29,Male,50,170,31.44,Cloudy,3
5356,Exercise 10,339.35,97.85,81.69,38,Female,52,168,21.76,Snowy,5
5357,Exercise 7,236.65,77.79,53.06,19,Male,45,154,25.71,Cloudy,5
5358,Exercise 6,259.42,86.16,97.76,46,Female,47,105,26.75,Rainy,7
5359,Exercise 10,314.35,68.15,50.83,42,Female,54,179,21.14,Rainy,2
5360,Exercise 13,301.6,91.24,80.63,32,Female,59,139,29.31,Snowy,2
5361,Exercise 1,413.57,56.93,67.66,56,Male,59,173,23.7,Windy,3
5362,Exercise 9,196.21,98.59,88.15,38,Female,19,154,32.89,Snowy,9
5363,Exercise 12,213.0,64.31,85.98,32,Female,37,159,22.11,Cloudy,8
5364,Exercise 13,253.87,93.65,66.81,33,Female,30,152,30.36,Rainy,7
5365,Exercise 10,319.58,93.35,87.61,25,Female,32,171,18.03,Rainy,1
5366,Exercise 6,497.76,85.06,58.6,24,Male,19,151,34.09,Sunny,10
5367,Exercise 14,258.01,66.51,97.83,37,Male,50,115,22.5,Snowy,8
5368,Exercise 6,136.01,74.32,82.38,57,Female,42,105,20.61,Rainy,3
5369,Exercise 4,181.7,88.54,98.44,49,Female,20,128,21.59,Sunny,3
5370,Exercise 11,356.25,68.93,72.42,36,Female,56,119,31.54,Sunny,8
5371,Exercise 11,440.06,85.44,58.82,23,Female,54,170,18.71,Cloudy,4
5372,Exercise 9,274.58,87.7,69.85,47,Female,52,155,24.55,Sunny,10
5373,Exercise 9,331.57,96.67,52.18,23,Female,37,153,33.82,Rainy,7
5374,Exercise 10,169.52,59.26,79.9,41,Female,16,156,33.71,Sunny,1
5375,Exercise 12,361.29,91.92,99.62,53,Female,48,128,34.51,Sunny,6
5376,Exercise 6,291.61,89.87,67.3,55,Male,56,113,32.89,Snowy,1
5377,Exercise 11,458.35,84.32,80.3,27,Male,25,136,32.98,Snowy,4
5378,Exercise 4,320.29,81.68,57.84,63,Male,51,152,25.42,Cloudy,3
5379,Exercise 1,342.53,51.88,50.25,21,Female,32,102,32.99,Windy,1
5380,Exercise 4,124.8,88.42,69.41,51,Male,39,102,28.02,Cloudy,9
5381,Exercise 11,160.27,63.35,88.97,39,Female,29,155,27.31,Windy,1
5382,Exercise 9,265.18,92.82,93.73,50,Male,21,123,29.24,Snowy,3
5383,Exercise 6,462.24,89.08,91.29,38,Female,17,129,19.78,Cloudy,2
5384,Exercise 2,499.3,69.49,69.07,67,Male,18,119,21.24,Sunny,1
5385,Exercise 1,181.52,58.16,72.6,23,Female,25,122,33.64,Windy,5
5386,Exercise 4,454.61,98.13,96.44,20,Female,46,112,33.94,Cloudy,6
5387,Exercise 14,160.26,70.01,57.48,28,Male,33,164,27.27,Rainy,9
5388,Exercise 13,165.18,76.37,93.11,45,Male,20,105,20.58,Snowy,7
5389,Exercise 5,381.15,81.97,74.6,67,Male,30,121,31.42,Windy,3
5390,Exercise 10,404.62,66.23,67.92,47,Male,49,161,31.22,Rainy,8
5391,Exercise 14,365.18,73.19,88.39,25,Female,53,169,34.03,Snowy,7
5392,Exercise 12,131.71,97.05,64.92,62,Male,36,166,29.88,Snowy,3
5393,Exercise 12,222.96,69.96,89.5,44,Female,47,114,22.75,Cloudy,3
5394,Exercise 13,330.2,91.53,79.93,57,Female,38,132,25.31,Cloudy,5
5395,Exercise 3,221.95,50.38,84.88,51,Male,18,102,30.65,Rainy,1
5396,Exercise 2,427.94,78.59,66.61,65,Male,55,149,27.83,Rainy,2
5397,Exercise 6,440.73,75.1,85.96,47,Female,51,135,22.21,Cloudy,3
5398,Exercise 9,188.82,65.45,70.96,30,Female,40,101,34.86,Rainy,10
5399,Exercise 3,419.41,95.86,57.3,39,Male,41,101,27.27,Cloudy,5
5400,Exercise 3,135.53,62.66,61.48,19,Male,46,115,26.3,Sunny,3
5401,Exercise 7,241.8,92.2,51.56,68,Female,43,137,29.63,Cloudy,8
5402,Exercise 1,259.72,50.8,99.41,47,Female,32,110,20.14,Windy,4
5403,Exercise 14,269.23,54.6,83.76,68,Male,42,147,21.23,Cloudy,10
5404,Exercise 12,185.56,51.17,94.25,69,Male,16,167,25.89,Snowy,2
5405,Exercise 9,166.74,81.62,78.53,18,Female,36,128,26.96,Windy,4
5406,Exercise 1,240.36,93.5,65.63,30,Male,57,161,23.82,Snowy,9
5407,Exercise 7,313.32,85.98,74.31,50,Male,25,151,19.99,Cloudy,5
5408,Exercise 13,247.78,58.54,72.58,18,Female,51,136,23.84,Sunny,10
5409,Exercise 12,125.57,97.51,94.38,21,Female,21,126,18.92,Cloudy,1
5410,Exercise 9,480.79,99.27,75.16,25,Male,31,106,30.75,Snowy,10
5411,Exercise 4,206.36,66.13,73.68,37,Female,23,154,34.07,Cloudy,10
5412,Exercise 14,493.82,86.08,69.22,32,Female,42,172,28.51,Sunny,5
5413,Exercise 1,215.37,99.74,99.79,52,Female,43,124,33.83,Rainy,7
5414,Exercise 5,333.45,73.34,64.28,23,Female,15,174,27.05,Cloudy,1
5415,Exercise 12,167.62,59.03,94.94,64,Male,56,116,25.05,Snowy,8
5416,Exercise 12,489.51,87.0,72.74,28,Female,52,172,18.73,Windy,7
5417,Exercise 8,396.53,55.38,61.19,51,Female,34,171,28.53,Sunny,5
5418,Exercise 4,295.01,88.83,62.12,61,Male,54,103,18.43,Snowy,1
5419,Exercise 11,106.16,71.38,98.41,25,Male,19,143,32.54,Snowy,8
5420,Exercise 6,275.53,98.85,82.79,21,Female,31,171,19.51,Sunny,1
5421,Exercise 5,139.5,98.19,56.77,51,Female,31,136,33.06,Snowy,7
5422,Exercise 14,309.68,71.61,52.14,67,Female,53,100,23.22,Windy,4
5423,Exercise 10,350.13,92.52,58.78,31,Female,36,128,30.1,Sunny,10
5424,Exercise 13,315.89,94.2,94.15,21,Female,21,159,24.36,Snowy,2
5425,Exercise 7,448.87,60.08,52.92,54,Female,23,148,24.47,Cloudy,5
5426,Exercise 12,256.58,62.64,74.95,63,Female,19,171,18.7,Sunny,3
5427,Exercise 12,251.55,75.4,96.15,54,Male,33,128,19.7,Cloudy,5
5428,Exercise 9,433.2,68.26,76.72,21,Male,18,155,27.84,Cloudy,1
5429,Exercise 6,357.3,59.38,70.21,63,Female,37,158,29.9,Rainy,4
5430,Exercise 10,291.65,92.08,72.8,67,Female,19,163,32.46,Rainy,10
5431,Exercise 5,451.13,82.32,69.58,52,Female,28,143,31.5,Snowy,5
5432,Exercise 9,209.39,99.24,51.13,49,Female,20,171,28.93,Windy,8
5433,Exercise 4,460.55,80.3,69.11,42,Female,25,131,21.7,Snowy,4
5434,Exercise 3,413.72,83.33,75.57,39,Female,25,133,29.24,Snowy,10
5435,Exercise 8,130.44,60.61,59.85,55,Female,32,101,21.15,Sunny,5
5436,Exercise 6,419.77,59.34,67.43,49,Female,47,149,23.27,Snowy,2
5437,Exercise 12,449.26,63.41,98.0,42,Male,35,161,33.59,Windy,6
5438,Exercise 4,303.91,96.85,77.53,43,Male,42,158,28.19,Cloudy,6
5439,Exercise 13,277.32,98.34,62.34,29,Female,43,135,18.0,Rainy,3
5440,Exercise 14,104.72,63.49,74.54,41,Male,36,172,24.58,Rainy,8
5441,Exercise 8,436.78,81.97,93.51,64,Female,29,138,33.53,Snowy,2
5442,Exercise 7,485.84,97.55,89.03,68,Male,15,155,33.74,Cloudy,4
5443,Exercise 10,118.51,86.12,64.14,40,Female,22,116,33.3,Snowy,5
5444,Exercise 14,190.47,99.51,76.38,55,Female,18,150,21.16,Sunny,7
5445,Exercise 7,229.63,93.58,52.95,45,Female,32,169,28.25,Windy,7
5446,Exercise 5,348.02,91.92,71.45,35,Female,21,150,31.78,Windy,3
5447,Exercise 11,381.09,63.98,82.26,32,Male,54,142,25.61,Sunny,10
5448,Exercise 6,366.96,84.01,58.85,19,Male,29,142,20.33,Snowy,10
5449,Exercise 11,387.99,68.15,69.74,34,Male,56,125,25.53,Windy,1
5450,Exercise 10,336.82,72.97,64.94,51,Male,42,156,26.0,Snowy,6
5451,Exercise 4,309.82,65.82,52.2,37,Female,20,107,20.42,Rainy,1
5452,Exercise 9,489.73,79.48,97.0,35,Male,21,125,32.81,Cloudy,5
5453,Exercise 14,344.11,56.47,62.71,41,Female,49,167,22.34,Windy,8
5454,Exercise 13,115.86,80.91,93.61,37,Male,27,131,20.38,Sunny,6
5455,Exercise 14,359.73,55.33,55.91,18,Male,53,135,20.26,Rainy,7
5456,Exercise 9,219.08,67.44,64.51,41,Female,26,106,29.3,Windy,7
5457,Exercise 10,123.79,86.89,92.8,42,Female,22,128,30.42,Rainy,10
5458,Exercise 3,292.96,63.84,78.82,25,Female,57,130,33.05,Rainy,8
5459,Exercise 10,436.55,75.04,72.2,33,Male,40,117,26.95,Rainy,9
5460,Exercise 4,481.05,67.23,89.91,38,Male,57,108,27.89,Snowy,6
5461,Exercise 13,193.41,90.52,69.23,53,Male,31,130,32.41,Windy,9
5462,Exercise 10,333.71,57.54,58.93,59,Female,46,108,22.98,Cloudy,9
5463,Exercise 10,109.87,57.64,93.85,64,Female,33,137,32.41,Cloudy,1
5464,Exercise 1,382.7,80.95,77.58,48,Male,21,130,29.21,Cloudy,1
5465,Exercise 9,271.97,72.12,67.04,68,Female,26,130,32.54,Rainy,3
5466,Exercise 1,410.26,95.48,80.12,57,Female,17,155,23.44,Rainy,7
5467,Exercise 10,419.7,98.6,86.89,27,Male,43,112,34.76,Cloudy,6
5468,Exercise 4,200.91,73.44,65.89,48,Female,49,105,20.6,Cloudy,7
5469,Exercise 4,217.06,84.36,79.5,69,Male,42,109,20.45,Snowy,6
5470,Exercise 12,363.76,67.49,60.77,51,Female,39,139,19.14,Snowy,10
5471,Exercise 10,476.91,59.2,63.35,59,Male,47,165,31.2,Windy,7
5472,Exercise 7,431.44,96.93,71.94,26,Female,32,172,18.08,Snowy,6
5473,Exercise 6,128.83,85.89,67.07,60,Female,38,130,32.32,Snowy,2
5474,Exercise 6,289.72,54.16,50.48,64,Female,24,178,26.46,Snowy,6
5475,Exercise 2,340.05,52.65,66.06,38,Male,32,172,30.21,Sunny,10
5476,Exercise 9,270.42,79.17,89.04,47,Female,26,150,29.59,Snowy,1
5477,Exercise 6,174.13,65.73,95.61,61,Male,44,173,31.18,Cloudy,4
5478,Exercise 6,331.09,78.25,70.44,34,Female,40,148,21.63,Sunny,4
5479,Exercise 9,186.72,57.92,96.23,67,Male,58,167,22.29,Sunny,8
5480,Exercise 11,265.86,91.98,59.09,32,Male,31,148,33.09,Rainy,6
5481,Exercise 9,243.64,82.53,66.38,55,Female,53,138,29.72,Rainy,6
5482,Exercise 5,253.55,54.83,72.67,28,Female,24,111,28.27,Cloudy,10
5483,Exercise 7,177.38,50.54,84.84,25,Female,46,133,21.73,Cloudy,4
5484,Exercise 3,406.11,58.85,67.41,34,Female,53,148,27.11,Sunny,6
5485,Exercise 1,495.37,56.23,86.43,19,Female,54,120,32.95,Windy,6
5486,Exercise 7,497.9,84.96,83.57,54,Male,42,126,26.96,Cloudy,4
5487,Exercise 10,456.27,63.54,52.49,36,Male,28,141,19.18,Sunny,8
5488,Exercise 7,426.67,51.59,65.77,60,Female,34,152,25.36,Snowy,10
5489,Exercise 11,155.85,60.32,62.54,56,Female,39,151,23.2,Sunny,2
5490,Exercise 14,186.72,59.38,74.91,27,Female,57,161,28.61,Rainy,6
5491,Exercise 13,435.09,95.75,95.32,49,Female,54,145,30.3,Snowy,2
5492,Exercise 2,287.3,84.85,75.46,50,Male,48,117,19.38,Rainy,3
5493,Exercise 6,452.44,52.68,51.56,64,Female,49,169,27.03,Sunny,6
5494,Exercise 10,289.58,62.23,90.65,36,Female,28,114,21.03,Sunny,7
5495,Exercise 13,124.07,75.07,85.49,30,Male,24,138,31.68,Sunny,10
5496,Exercise 11,204.61,97.4,73.91,38,Female,29,171,22.03,Windy,2
5497,Exercise 6,301.79,63.85,82.23,65,Female,28,146,21.09,Snowy,8
5498,Exercise 9,259.55,51.76,91.9,67,Female,52,150,23.23,Snowy,1
5499,Exercise 11,482.8,97.68,90.17,51,Female,28,121,26.9,Cloudy,9
5500,Exercise 14,111.29,87.94,67.05,50,Male,36,110,28.96,Rainy,4
5501,Exercise 1,489.05,62.54,97.14,64,Male,15,106,25.97,Rainy,9
5502,Exercise 10,369.36,97.52,53.5,51,Female,36,142,31.18,Sunny,5
5503,Exercise 3,137.15,62.72,97.84,22,Female,55,112,27.72,Rainy,5
5504,Exercise 7,414.61,61.7,91.73,67,Male,53,177,19.99,Sunny,3
5505,Exercise 14,233.15,93.38,83.24,27,Male,54,144,19.32,Snowy,10
5506,Exercise 3,475.27,66.34,55.7,35,Female,20,106,23.21,Snowy,4
5507,Exercise 14,497.61,52.77,55.51,66,Female,52,166,22.96,Cloudy,3
5508,Exercise 9,362.69,89.68,83.04,20,Female,28,147,19.15,Rainy,9
5509,Exercise 7,267.74,54.24,87.86,61,Female,40,148,34.88,Rainy,8
5510,Exercise 13,283.49,71.93,57.8,28,Male,42,177,23.63,Snowy,5
5511,Exercise 11,215.7,65.79,99.81,28,Female,49,161,24.76,Snowy,3
5512,Exercise 13,475.68,66.87,73.39,33,Female,26,121,22.73,Rainy,8
5513,Exercise 10,451.47,81.56,64.99,28,Female,37,123,18.37,Windy,9
5514,Exercise 11,209.81,99.0,94.05,32,Male,46,178,21.85,Sunny,6
